|  1| -4|
|  2| -4|
|  3| -5|
|  4| -4|
|  5|-11|
|  6|-14|
|  7|-16|
|  8| -8|
|  9| -8|
| 10|-10|
| 11|-18|
| 12|-25|
| 13|-28|
| 14|-21|
| 15|-12|
| 16| -8|
| 17|-11|
| 18|-18|
| 19|-23|
| 20|-21|
| 21|-20|
| 22|-18|
| 23|-16|
| 24|-15|
| 25|-12|
| 26|-12|
| 27|-13|
| 28|-13|
| 29|-14|
| 30|-17|
| 31|-12|
